DrugName,Manufacturer,NAFDAC_Number,Barcode,BatchNumber,ExpiryDate,DosageForm,Strength,PackageSize,Country,Label
Instant Relief Caps,DrugKing Industries,NONE,14096170998731709,YXVfUl,UNKNOWN,Ointment,200mg,20 capsules,Pakistan,Suspicious
  Panadol ,WonderDrug Co,R0-8608,0104194534195281447,---,24/11/2025,  Powder ,100mg,100ml bottle,Nigeria,Suspicious
  Prednisolone ,CureFast Pharmaceuticals,  F8-6687 ,09185805581157449,??,2020-07-02,Drops,500mg,20 tablets,India,Suspicious
vITAMIN c,AlphaHealth Industries,NONE,2036686427786268,BATCH-114,01/12/2025,  Syrup ,N/A,100ml bottle,India,Suspicious
  Furosemide ,AlphaHealth Industries,C5-8036,2222222222222,BATCH-755,UNKNOWN,Syrpu,10mg,20 capsules,Nigeria,Suspicious
Lonart DS Extra,Sunrise Medications,EZ-WTMF,6194913943036,47,2021-08-09,Sachet,400mg,100ml bottle,Pakistan,Suspicious
Doxyccyline,Drugfield Pharmaceuticals Ltd,  M9-6588 ,8985664301,??,UNKNOWN,OINTMENT,???,1 pack,Ghana,Suspicious
,TopNotch Drugs Ltd,geGBUt,6192758881186,BATCH-614,2022-02-13,cream,10mg,30g tube,Nigeria,Suspicious
Diazepam,Drugfield Pharmaceuticals Ltd,M4-1070,6198303736062,BN24-4583,2029-01-17,Injection,500mg/5ml,1 vial,Nigeria,Genuine
Ciprofloxacn,CureFast Pharmaceuticals,NONE,6195239188675,UNKNOWN,2023-04-11,suspension,500mg,30g tube,Ghana,Suspicious
Artemether Lumefantrine,Evans Medical Plc,I2-1509,6196788317127,BN24-1110,2027-03-07,Ointment,10mg,5 vials,Nigeria,Genuine
Ceftriaxone,May & Baker Nigeria Plc,S2-4270,6190071695008,L25-1519,2028-09-23,Cream,250mg/5ml,10 capsules,Nigeria,Genuine
Super Paracetamol,PharmaFast Nigeria,  H7-1927 ,2SMBPIY9KReXA,BATCH-350,N/A,drops,100mg,1 tube,Pakistan,Suspicious
Doxycycline,Hovid Nigeria Ltd,X1-2681,6198723335104,LOT24-9725,2029-02-09,Sachet,50mg,100 tablets,Nigeria,Genuine
Vitamin CC,BestPills International,-2199,3186679066747720,Ida,2022-04-24,Drops,10mg,30g tube,Nigeria,Suspicious
Vitamin B Complex,Fidson Healthcare Plc,K4-8433,6191553132592,BT25-7896,2026-04-26,Ointment,50mg,20 capsules,Nigeria,Genuine
Vitamin C,Dana Pharmaceuticals Ltd,L9-9404,6199897211706,B26-9728,2028-11-17,Tablet,250mg,200ml bottle,Nigeria,Genuine
Nifedipine,Swiss Pharma Nigeria Ltd,W0-3684,6197588425241,BN24-5588,2029-05-17,Capsule,400mg,1 tube,Nigeria,Genuine
Ciprofloxacn,QuickCure Labs,ZWaDNJf,1111111111111,jNN,06/10/2025,Ointment,5mg,10 capsules,Unknown,Suspicious
pREDNISOLONE,Healwell Pharma Ltd,P-49,2850725532052851550,rneP,???,  Cream ,200mg,60ml bottle,Pakistan,Suspicious
Spironolactone,Hovid Nigeria Ltd,T1-8674,,LOT24-1810,2026-06-20,Cream,500mg,100 tablets,Nigeria,Genuine
Super Paracetamol,MegaDrug Industries,  J2-4277 ,hUCCOyw63UAQW,BATCH-198,26/02/2026,Ceram,N/A,10 tablets,Nigeria,Suspicious
Multivitamin,MedLine Drugs Ltd,A7-5774,JguMDjuLEsIlI,bdKWg,04/07/2026,Drops,20mg,30 tablets,China,Suspicious
eRYTHROMYCIN,PharmaPlus International,-9014,5555555555555,3,UNKNOWN,Drosp,50mg,1 tube,Ghana,Suspicious
Diclofenac,May & Baker Nigeria Plc,D6-6411,6197120826772,BT25-5362,2028-11-02,Capsule,125mg/5ml,1 vial,Nigeria,Genuine
MegaVit Plus,Dana Pharmaceuticals Ltd,K-84,370089,BATCH-129,2021-12-15,Talbet,20mg,100ml bottle,China,Suspicious
Ciprofloxacn,PharmaFast Nigeria,m4-6657,6193309074064,43,2023-09-11,syrup,N/A,30g tube,Ghana,Suspicious
Loperamide,Juhel Nigeria Ltd,K1-2335,6196682973276,BN24-2079,2029-05-25,Powder,250mg/5ml,100ml bottle,Nigeria,Genuine
  Multivitamin ,MedExpress Ltd,BE-MOWI,Tfs8UM5VUENGd,BATCH-808,2023-11-17,ointment,5mg,1 pack,Nigeria,Suspicious
,Sunrise Medications,D6J,2222222222222,63,2021-07-23,CREAM,N/A,30 tablets,Unknown,Suspicious
Diclofenac,Nigerian German Chemicals Plc,Z8-6992,6191604817546,B25-6186,2026-11-08,Drops,500mg,1 vial,Nigeria,Genuine
Flagyl,Hovid Nigeria Ltd,K6-2083,6194630316175,B26-1001,2028-11-24,Syrup,250mg,10 tablets,Nigeria,Genuine
Vitamin C,Pfizer Nigeria,V9-7711,6196365807416,BT26-0506,2028-09-21,Capsule,125mg/5ml,200ml bottle,Nigeria,Genuine
Panado,BestPills International,F-97,5555555555555,N/A,09/05/2026,Ointmnet,20mg,10 tablets,Nigeria,Suspicious
Folic Acid,Hovid Nigeria Ltd,B0-5117,6193973598934,BT25-7453,2027-11-03,Syrup,100mg,1 tube,Nigeria,Genuine
Paracetmol,Hovid   Nigeria  Ltd,C6KH1X,QOMu94V2AbQqY,fKD,2021-07-28,Syrpu,10mg,1 vial,Pakistan,Suspicious
AMOXICILLIN,TopNotch Drugs Ltd,N/A,6190049332676,33,13/10/2025,Capsule,10mg,200ml bottle,Unknown,Suspicious
MegaVit Plus,Pfiezr Nigeria,FN-WHEW,9999999999999,??,UNKNOWN,Cream,100mg,20 tablets,Pakistan,Suspicious
Cotrimoxazole,Mopson Pharmaceutical Ltd,O8-8397,6191331509837,B24-0217,2026-12-21,Tablet,200mg,20 tablets,Nigeria,Genuine
Diclofenac,Evans Medical Plc,W4-2195,6194916999399,BT26-4334,2028-10-15,Injection,200mg,1 vial,Nigeria,Genuine
Power Drug,BioFix Pharmaceuticals,  S8-1693 ,6197338079267,N/A,UNKNOWN,Tabelt,N/A,1 tube,Nigeria,Suspicious
Lisinopril,Juhel Nigeria Ltd,L9-4650,6199652138354,BN25-1440,2027-05-11,Cream,200mg,20 tablets,Nigeria,Genuine
Vitamin B Complex,Sanofi Nigeria,C6-1636,6191692364588,L26-6132,2026-11-13,Ointment,250mg/5ml,100 tablets,Nigeria,Genuine
Artemether Lumefantrine,Neimeth International Pharmaceuticals,D3-8113,6195024916308,BN26-7886,2027-06-25,Capsule,200mg,30 tablets,Nigeria,Genuine
Artemether Lumefantrine,PharmaFast Nigeria,afyHoNIto,hIVzCP1art6OS,UNKNOWN,2023-04-02,SUSPENSION,5mg,N/A,Ghana,Suspicious
Erythromycin,Nigerian German Chemicals Plc,D2-3960,6190190725877,BT24-3607,2026-05-19,Suspension,20mg,60ml bottle,Nigeria,Genuine
gentamicin,BIORAJ PHARMACEUTICALS LTD,N/A,hee5qdG6LvMuj,BATCH-943,2023-05-14,Inejction,50mg,100 tablets,Unknown,Suspicious
Ceftriaxone,Hovid Nigeria Ltd,O4-5893,6192275854854,B25-6059,2028-12-27,Sachet,400mg,30 tablets,Nigeria,Genuine
Lonart DS Extra,WonderDrug Co,JJ-RBEF,0000000000000,BATCH-719,,Syrup,???,10 tablets,Nigeria,Suspicious
Panadol,MedLine Drugs Ltd,Q-11,6193865626004,EbTSN,N/A,TABLET,500mg,5 vials,China,Suspicious
Furosemide,Mopson Pharmaceutical Ltd,T5-8906,6196403816646,B25-9816,2026-03-17,Syrup,400mg,1 vial,Nigeria,Genuine
Chlorpheniramine,Bioraj Pharmaceuticals Ltd,Y5-3821,6194013223427,BT24-1387,2029-12-25,Capsule,250mg,10 tablets,Nigeria,Genuine
Power Drug,CureFast Pharmaceuticals,PENDING,6195975980960,65,2020-10-13,Tablet,???,BULK,Ghana,Suspicious
Amoxicillin,Bioraj Pharmaceuticals Ltd,E4-1107,6194335048883,B26-2634,2026-01-15,Cream,100mg,30 tablets,Nigeria,Genuine
Tramadol,NovaDrug Industries,O-30,6193734483653,---,2023-11-04,  Sachet ,500mg/5ml,5 vials,Unknown,Suspicious
Ceftriaxone,GoodHealth Generics,P1-372808,0148333540112728,50,2021-01-17,Drops,1g,1 pack,Unknown,Suspicious
Antacid,Nigerian German Chemicals Plc,-3042,656477,rDT,N/A,Powder,250mg,200ml bottle,Nigeria,Suspicious
Ciprofloxacin,Emzor Pharmaceutical Industries,I3-1652,6190684866611,B26-2601,2028-02-10,Capsule,5mg,100 tablets,Nigeria,Genuine
Coartem,May & Baker Nigeria Plc,C1-9292,6194582603408,B25-8850,2029-03-19,Drops,250mg/5ml,20 capsules,Nigeria,Genuine
Augmentin,Chi Pharmaceuticals Ltd,M4-1054,6198572169660,L24-0575,2027-03-20,Sachet,5mg,20 tablets,Nigeria,Genuine
MegaVit Plus,Mopson Pharmaceutical Ltd,Q3-8143,9999999999999,31,UNKNOWN,Tablet,20mg,60ml bottle,Unknown,Suspicious
Ciprofloxacn,MedExpress Ltd,Y7RW78,0000000000000,38,UNKNOWN,Capsule,N/A,30g tube,China,Suspicious
Amoxil,Tuyil Pharmaceutical Industries,A3-8056,6195313614878,B24-4446,2028-06-13,Sachet,20mg,10 capsules,Nigeria,Genuine
loperamide,FastRelief Drugs,fsTt88,0000000000000,bCqfp,,Capsule,N/A,BULK,Unknown,Suspicious
Gentamicin,Drugfield Pharmaceuticals Ltd,F0-6091,6195657758092,L25-5325,2027-04-26,Powder,500mg/5ml,1 vial,Nigeria,Genuine
Amoxicillin,Pfizer Nigeria,G1-1834,6196684335676,BN26-7097,2026-05-04,Injection,10mg,10 capsules,Nigeria,Genuine
Paracetmol,NovaDrug Industries,Rk9cdfdW,6191759896229,BATCH-664,21/02/2026,Sahcet,10mg,1 tube,Nigeria,Suspicious
Magic Cure Pill,Sunrise Medications,T-30,6666666666666,6,2021-11-06,Tablet,200mg,200ml bottle,Ghana,Suspicious
Lisinopril,SKG Pharma Ltd,A0-6629,6191627136112,BN25-6122,2028-03-13,Syrup,125mg/5ml,5 vials,Nigeria,Genuine
Power Drug,BestPills International,V0-565243,6199629010799,91,2021-07-12,Syrup,10mg,1 tube,India,Suspicious
  Promethazine ,MegaDrug Industries,S1-224675,6196755004371,BATCH-618,27/08/2026,sYRUP,125mg/5ml,20 tablets,Ghana,Suspicious
Amoxil,Fidson Healthcare Plc,B6-8883,6199497567920,BT26-7651,2029-11-15,Syrup,250mg/5ml,20 capsules,Nigeria,Genuine
Amatem,Emzor Pharmaceutical Industries,B1-8954,6198822473127,L24-6481,2028-01-16,Capsule,500mg,30g tube,Nigeria,Genuine
MegaVit Plus,Emzor Pharmaceutical Industries,  Q6-2295 ,6198044306579,UNKNOWN,2020-03-15,Capsule,200mg,10 tablets,Pakistan,Suspicious
Diazepam,Evans Medical Plc,S3-2441,6197359848842,BN24-1214,2028-06-25,Drops,250mg/5ml,100 tablets,Nigeria,Genuine
Coartem,MegaDrug Industries,4AYUF1,PxJdQ64Y0Dm5e,BATCH-654,21/04/2026,Crema,UNKNOWN,30 tablets,Pakistan,Suspicious
Vitamin C,GlaxoSmithKline Nigeria,C5-4082,6191952569043,BN26-8875,2027-07-14,Cream,500mg/5ml,20 capsules,Nigeria,Genuine
Amoxicilin,CureFast Pharmaceuticals,X51-349,6194941971575,BATCH-398,14/04/2025,powder,UNKNOWN,100ml bottle,Nigeria,Suspicious
Diclofenac,Evans Medical Plc,N5-7089,6194947170996,B24-7836,2027-09-04,Ointment,5mg,10 capsules,Nigeria,Genuine
Panado,Emzor   Pharmaceutical  Industries,-6552,6192741168065,FUSiyuab,2020-04-20,Capsule,250mg,20 capsules,Unknown,Suspicious
MegaVit Plus,BestPills International,OT-XJGE,4444444444444,N/A,08/03/2026,TABLET,50mg,20 capsules,Pakistan,Suspicious
Nifedipine,Tuyil Pharmaceutical Industries,A5-7820,6192271043313,B25-5523,2026-01-20,Drops,1g,30 tablets,Nigeria,Genuine
Metformin,Fidson Healthcare Plc,M8-5558,6195775901752,BN26-6616,2027-07-27,Suspension,50mg,10 capsules,Nigeria,Genuine
,Emzor Pharmaceutical Industries,Z8-2766,6197214364388,BN24-0485,2026-01-10,Capsule,200mg,30 tablets,Nigeria,Genuine
Diazepam,MegaDrug Industries,H4-841457,0707750,BATCH-566,07/06/2026,Ointment,UNKNOWN,N/A,China,Suspicious
Spironolactone,Fidson Healthcare Plc,P4-7195,6199029831048,BT26-8967,2028-02-20,Ointment,20mg,30 tablets,Nigeria,Genuine
Ciprofloxacin,Drugfield Pharmaceuticals Ltd,U5-1202,6198993588910,L26-4172,2029-06-22,Ointment,100mg,200ml bottle,Nigeria,Genuine
Amoxicilin,HealthMax Pharma,CU-RKSM,0000000000000,1,,tABLET,20mg,100 tablets,Nigeria,Suspicious
Diazepam,Pfizer Nigeria,W7-3360,,BT25-8542,2027-06-10,Suspension,250mg,200ml bottle,Nigeria,Genuine
Ampiclox,SKG Pharma Ltd,S3-8449,6191452111759,BN26-6392,2027-07-18,Ointment,500mg,30g tube,Nigeria,Genuine
Artemether Lumefantrine,GlaxoSmithKline Nigeria,M0-2410,6196629979545,LOT24-8840,2026-08-19,Syrup,250mg,30g tube,Nigeria,Genuine
  Tramadol ,CureFast Pharmaceuticals,A6CV41,0000000000000,20,2020-02-07,  Drops ,500mg,30 tablets,Pakistan,Suspicious
Azithromycin,Swiss Pharma Nigeria Ltd,W8-9669,6191377028514,B25-1907,2026-06-19,Injection,500mg,200ml bottle,Nigeria,Genuine
Chloroquine,Dana Pharmaceuticals Ltd,J1-1519,6191666870022,BN25-7209,2028-10-28,Capsule,5mg,10 tablets,Nigeria,Genuine
oMEPRAZOLE,Healwell Pharma Ltd,UM-JMEV,8967808,50,UNKNOWN,SACHET,400mg,100 tablets,India,Suspicious
Lisinopril,Sanofi Nigeria,D7-8493,6199827080860,B25-8428,2027-12-19,Syrup,250mg/5ml,30 tablets,Nigeria,Genuine
Instant Relief Caps,GoodHealth Generics,WB-HAEB,6193608164183,nPvcC,2023-02-09,Tablet,50mg,200ml bottle,Unknown,Suspicious
Ciprofloxacin,May & Baker Nigeria Plc,I0-3005,6196481880447,BT26-7860,2029-04-17,Suspension,20mg,1 tube,Nigeria,Genuine
Chloroquine,Evans Medical Plc,O2-3150,6198200557784,LOT26-7388,2027-12-18,Syrup,1g,1 vial,Nigeria,Genuine
Total Cure Tablets,SuperCure Pharma,DH-KGSC,9999999999999,8,???,Ceram,1g,BULK,China,Suspicious
MegaVit Plus,TopNotch Drugs Ltd,LJFEDT,9747676660919193526,BATCH-156,2020-08-14,Sachet,500mg,1 tube,Unknown,Suspicious
Tetracycline,glaxosmithkline nigeria,B-73,0000000000000,14,,Cream,1g,100 tablets,China,Suspicious
Raniitdine,MedLine Drugs Ltd,-4345,6196816723869,??,???,Tablet,???,BULK,India,Suspicious
Tramadol,Dana Pharmaceuticals Ltd,QK-FERG,40950,N/A,21/02/2026,SUSPENSION,250mg,1 vial,Unknown,Suspicious
Ranitidine,PharmaFast Nigeria,  R7-3169 ,0000000000000,BATCH-179,2022-01-11,SACHET,10mg,100ml bottle,India,Suspicious
Super Paracetamol,BestPills International,I7-311503,0000000000000,N/A,25/10/2025,Sachet,N/A,30 tablets,Pakistan,Suspicious
Magic Cure Pill,QuickCure Labs,  W1-8934 ,6193891918746,Qbmki,2022-05-19,Cream,500mg,BULK,Nigeria,Suspicious
Cotrimoxazole,Pfizer Nigeria,X7-5961,6199956412204,BT24-0360,2027-01-07,Drops,125mg/5ml,30 tablets,Nigeria,Genuine
Hydrocortisone,DrugKing Industries,CZ-OBCF,6666666666666,yjFrfFsF,N/A,Drops,400mg,60ml bottle,Nigeria,Suspicious
Amoxicillin,Hovid Nigeria Ltd,Z2-7655,6199582641863,B25-5747,2029-11-03,Suspension,500mg,200ml bottle,Nigeria,Genuine
Power Drug,HealthMax Pharma,P-41,S25YLk7TqkWQp,BATCH-894,2020-06-04,Injection,500mg/5ml,30 tablets,Pakistan,Suspicious
Metformin,Fidson Healthcare Plc,X1-1305,6198099693082,LOT26-8942,2029-11-25,Syrup,10mg,60ml bottle,Nigeria,Genuine
Chlorpheniramine,Sanofi Nigeria,X6-1374,6195932971505,B26-6478,2027-03-15,Cream,250mg/5ml,100 tablets,Nigeria,Genuine
Ceftriaxone,Sanofi Nigeria,I0-3615,6196542351169,BN25-5735,2028-01-24,Drops,5mg,20 tablets,Nigeria,Genuine
Erythromycin,Dana Pharmaceuticals Ltd,H7-6671,6192431069030,BT24-1753,2026-08-20,Tablet,200mg,1 tube,Nigeria,Genuine
Erythromycin,SKG Pharma Ltd,D8-2072,6195352373606,LOT24-7971,2026-09-03,Cream,5mg,1 vial,Nigeria,Genuine
Tetracycline,May & Baker Nigeria Plc,OR-DVWR,6195254110552,UNKNOWN,UNKNOWN,capsule,UNKNOWN,1 pack,Unknown,Suspicious
Lisinopril,Hovid Nigeria Ltd,E4-2505,6199962642220,B25-5576,2026-08-02,Injection,250mg/5ml,1 tube,Nigeria,Genuine
AMOXICILLIN,FastRelief Drugs,V4-742119,0000000000000,??,04/07/2026,  Syrup ,400mg,1 tube,Nigeria,Suspicious
Hydrocortisone,May & Baker Nigeria Plc,L42N3V,01900,UNKNOWN,UNKNOWN,Injection,N/A,100ml bottle,Ghana,Suspicious
Folic Acdi,MedExpress Ltd,M5JLSB,HGhHplBEVmLHN,33,05/05/2025,  Ointment ,250mg/5ml,100ml bottle,India,Suspicious
Vitamin CC,MedLine Drugs Ltd,M0-409002,178472146172758045,80,2023-08-28,Ointment,N/A,1 pack,Unknown,Suspicious
aTENOLOL,MedLine Drugs Ltd,N/A,6192642597209,BATCH-828,???,  Powder ,100mg,1 vial,Unknown,Suspicious
Emzor Paracetamol,BioFix Pharmaceuticals,QZ-QULQ,0000000000000,jTsVO,2020-09-20,Sahcet,100mg,30 tablets,Ghana,Suspicious
Emzor Parcaetamol,HealthMax Pharma,  I6-7985 ,6197761868704,BATCH-774,???,pOWDER,500mg,1 tube,Ghana,Suspicious
Lonart DS Extra,Drugfield Pharmaceuticals   Ltd ,-3990,6196491371652,oHIOItD,,Drops,100mg,100ml bottle,Nigeria,Suspicious
Amlodipine,Emzor Pharmaceutical Industries,V4-3514,6197523083703,B26-1784,2029-12-10,Drops,500mg,1 vial,Nigeria,Genuine
Spironolactone,CureFast Pharmaceuticals,F6-823041,4874781128269934517,74,2021-03-19,  Suspension ,N/A,N/A,India,Suspicious
Augmenti,SuperCure Pharma,W2-143176,6194837444176,29,12/07/2026,Suspension,500mg/5ml,200ml bottle,Unknown,Suspicious
Lisinopril,gLAXOsMITHkLINE nIGERIA,R0-5166,0000000000000,3,,powder,50mg,30g tube,India,Suspicious
Power Drug,TopNotch Drugs Ltd,B4Ei8tN5P8,1111111111111,hDssJJ,N/A,Ijnection,10mg,100 tablets,India,Suspicious
Ciprofloxacin,Chi Pharmaceuticals Ltd,G-42,0000000000000,BATCH-782,N/A,  Syrup ,5mg,N/A,Unknown,Suspicious
Super Paracetamol,Dana Pharmaceuticals Ltd,A-19,KBzJpTzvzvF97,N/A,UNKNOWN,Injection,500mg,10 capsules,Pakistan,Suspicious
lISINOPRIL,Healwell Pharma Ltd,  D8-6790 ,6197564505813,BfDHU,16/10/2026,Injetcion,UNKNOWN,30 tablets,Pakistan,Suspicious
  Furosemide ,CureFast Pharmaceuticals,Tj5W,53071,23,02/01/2025,Syrup,50mg,1 pack,Unknown,Suspicious
Promethazine,Nigerian German Chemicals Plc,A0-4690,6195624395879,BT26-5910,2027-04-25,Syrup,200mg,10 capsules,Nigeria,Genuine
Ciprofloxacn,Dana Pharmaceuticals Ltd,J0-2713,0000000000000,UNKNOWN,N/A,  Sachet ,125mg/5ml,10 tablets,Unknown,Suspicious
  Diclofenac ,Pfizer Nigeira,ZUMZue,6191123590425,??,2023-05-05,Powder,500mg/5ml,20 capsules,Ghana,Suspicious
Super Paracetamol,MedExpress Ltd,L0-1321,787387183,BATCH-879,N/A,Ointment,125mg/5ml,1 vial,Pakistan,Suspicious
Ciprofloxacin,MedLine Drugs Ltd,Q7-6441,4444444444444,94,2020-11-25,  Tablet ,500mg,5 vials,India,Suspicious
Chloroquine,Swiss Pharma Nigeria Ltd,A2-1818,6194179291117,L26-3713,2026-04-14,Cream,500mg/5ml,1 tube,Nigeria,Genuine
Augmentin,Bioraj Pharmaceuticals Ltd,P2-8929,6196015343325,LOT26-2059,2027-06-16,Drops,1g,5 vials,Nigeria,Genuine
MegaVit Plus,AlphaHealth Industries,U2-3493,6193869742175,50,,Pwoder,125mg/5ml,1 pack,Nigeria,Suspicious
Ciprofloxacn,AlphaHealth Industries,NONE,6191500111397,qYqjk,16/10/2025,Capsuel,500mg,30 tablets,Nigeria,Suspicious
Tramadol,GlaxoSmithKline Nigeria,H0-9938,6191079649673,BT26-8137,2028-06-21,Drops,50mg,30 tablets,Nigeria,Genuine
Flagyl,TopNotch Drugs Ltd,2NmCY,0000000000000,72,2020-07-23,OINTMENT,UNKNOWN,N/A,Pakistan,Suspicious
Lonart,Healwell Pharma Ltd,-6574,9999999999999,UNKNOWN,10/12/2026,Ointment,UNKNOWN,N/A,Unknown,Suspicious
Tramadol,Hovid Nigeria Ltd,Z8-8391,6195921299641,BT25-0860,2027-04-14,Syrup,500mg/5ml,10 tablets,Nigeria,Genuine
Tetracycline,Mopson Pharmaceutical Ltd,K8-1026,6199961327302,BT25-7233,2026-06-13,Syrup,20mg,30 tablets,Nigeria,Genuine
Amoxil,May & Baker Nigeria Plc,R6-5073,6192181227643,LOT25-4099,2029-01-03,Cream,10mg,10 tablets,Nigeria,Genuine
Amatem,MedExpress Ltd,Y6-425772,6199678963008,45,,  Tablet ,20mg,20 tablets,Nigeria,Suspicious
Vitamin CC,juhel nigeria ltd,OS-MONA,5555555555555,??,15/08/2025,  Ointment ,N/A,10 capsules,Pakistan,Suspicious
Amoxicilin,QuickCure Labs,Q5-2160,0000000000000,BATCH-580,27/10/2026,Capsule,20mg,20 tablets,Ghana,Suspicious
Vitamin   C ,TopNotch Drugs Ltd,aLEmBF,6191891426933,---,UNKNOWN,  Tablet ,???,N/A,Unknown,Suspicious
Super Paracetamol,May &   Baker  Nigeria Plc,Y5-6274,,BATCH-780,22/12/2026,Ointment,500mg,30 tablets,Ghana,Suspicious
Augmenti,Fidson Heatlhcare Plc,3Q4pSHEm,6nuexAIHZv2mU,BATCH-575,2022-11-18,ointment,???,60ml bottle,Unknown,Suspicious
Ceftriaxone,Drugfield Pharmaceuitcals Ltd,L4-2924,93797900704559484,---,24/02/2026,OINTMENT,125mg/5ml,N/A,Ghana,Suspicious
Diclofenac,drugfield pharmaceuticals ltd,09O08N,0926000,IMe,14/02/2026,Capsule,N/A,60ml bottle,Pakistan,Suspicious
MegaVit Plus,Healwell Pharma Ltd,B2-154149,5555555555555,BATCH-495,???,Ointmnet,1g,30 tablets,Ghana,Suspicious
Power Drug,BioFix Pharmaceuticals,-8476,6991658723,UNKNOWN,25/02/2025,Tabelt,N/A,N/A,Unknown,Suspicious
  Tramadol ,BioFix Pharmaceuticals,JW-IMCL,9563431,IkWabsRr,25/04/2025,Drops,???,100ml bottle,Nigeria,Suspicious
Doxycycline,GoodHealth Generics,  A8-5437 ,3333333333333,---,07/07/2025,Powder,50mg,60ml bottle,China,Suspicious
  Spironolactone ,Nigerian German Chemical sPlc,HlW,keRZTNbtPiAwR,??,2021-11-26,Powedr,250mg/5ml,1 pack,Unknown,Suspicious
Furosmeide,BioFix Pharmaceuticals,NOT REGISTERED,0000000000000,fBXNffMy,2021-09-28,  Cream ,N/A,N/A,India,Suspicious
Lonart DS Extra,CureFast Pharmaceuticals,MM-NORH,188374489239604244,BATCH-038,21/01/2025,Capsule,10mg,5 vials,Pakistan,Suspicious
Furosemide,Fidson Healthcare Plc,J5-6242,6199376618941,BT25-0654,2028-03-13,Suspension,10mg,20 tablets,Nigeria,Genuine
Emzor Paracetamol,Juhel Nigeria Ltd,U1-8507,6197345475748,B25-9839,2026-03-05,Powder,400mg,10 tablets,Nigeria,Genuine
Panadol,Sanofi Nigeria,W6-4649,6195305970258,LOT24-2746,2027-08-14,Suspension,20mg,10 capsules,Nigeria,Genuine
Chloroquine,SKG Pharma Ldt,GB-FBZF,1DhBIzeTrx3bm,---,2022-05-04,Injcetion,UNKNOWN,1 vial,Unknown,Suspicious
Doxycycline,Fidson Healthcare Plc,Y2-5954,6193985298945,BN25-2163,2029-11-01,Drops,500mg/5ml,30g tube,Nigeria,Genuine
Chlorpheniramine,Pfizer Nigeria,L3-9102,6196601444856,L26-4216,2028-02-01,Capsule,250mg/5ml,30g tube,Nigeria,Genuine
Furosemide,May & Baker Nigeria Plc,Z1-7358,6194876998425,L25-4003,2027-01-09,Injection,250mg,100 tablets,Nigeria,Genuine
  Amoxicillin ,AlphaHealth Industries,-7944,218600320319789990,Pba,16/02/2025,Capsule,200mg,1 pack,Ghana,Suspicious
Paracetamol,GoodHealth Generics,S1-3538,ADMvyhlAeBTYQ,UNKNOWN,08/10/2026,  Ointment ,500mg/5ml,30g tube,Unknown,Suspicious
Hydrocortisone,PharmaFast Nigeria,D8-830134,0000000000000,rXgd,02/02/2026,Drops,???,10 tablets,Unknown,Suspicious
Tetracycline,GoodHealth Generics,SPJ6SF,3333333333333,BATCH-753,UNKNOWN,Capsule,UNKNOWN,20 capsules,China,Suspicious
Metronidazole,Evans Medical Plc,N3-4651,6197861371579,L26-6584,2026-06-26,Suspension,5mg,10 capsules,Nigeria,Genuine
Panadol,Juhel Nigeria Ltd,N2-4018,6192190533476,BN25-8274,2028-08-13,Injection,5mg,10 capsules,Nigeria,Genuine
Erythromycin,Drugfield Pharmaceuticals Ltd,W2-3257,6199712529672,BN26-8744,2027-10-16,Drops,400mg,20 capsules,Nigeria,Genuine
Total Cure Tablets,GlaxoSmithKline Nigeria,M86CXO,3gWsqDRdKYmEB,ZELgvIZY,2021-07-28,  Cream ,10mg,100 tablets,Pakistan,Suspicious
Omeprazole,PharmaPlus International,OMTF07,6193223072481,---,04/03/2026,cAPSULE,250mg/5ml,1 tube,Unknown,Suspicious
Azithromycin,Mopson Pharmaceutical Ltd,Y4-3418,6197865619424,LOT25-7744,2029-09-28,Syrup,500mg,20 capsules,Nigeria,Genuine
  Cotrimoxazole ,Nigerian German Chemicals   Plc ,Z1-6617,0000000000000,iptFKeel,???,Sachet,125mg/5ml,1 pack,India,Suspicious
Panado,Swiss Pharma Nigerai Ltd,X-46833,603482367,71,???,Suspension,20mg,10 capsules,China,Suspicious
Gentamicin,Chi Pharmaceuticals Ltd,R4-2780,6197722560531,BN24-4767,2026-03-13,Ointment,250mg/5ml,20 capsules,Nigeria,Genuine
Gentamicin,Sunrise Medications,N4-5328,5555555555555,89,02/01/2026,Sachet,200mg,N/A,India,Suspicious
Glibenclamide,Tuyil Pharmaceutical Industries,J8-1133,6191624565069,BN26-9304,2027-06-18,Injection,250mg,60ml bottle,Nigeria,Genuine
Ibuprofen,Evans Medical Plc,F3-7674,6192203347427,LOT25-3506,2026-01-10,Suspension,125mg/5ml,100ml bottle,Nigeria,Genuine
Chlorpheniramine,Chi Pharmaceuticals Ltd,S8-9608,6194259959968,BN24-0583,2027-04-04,Capsule,50mg,5 vials,Nigeria,Genuine
  Folic  Acid,PharmaPlus International,-6087,38825,23,2021-11-24,Capsule,200mg,N/A,China,Suspicious
Diclofenac,Sanofi Nigeria,I3-9373,6190403253760,LOT25-6502,2027-08-16,Powder,1g,10 capsules,Nigeria,Genuine
Prednisolone,Hovid Nigeria Ltd,D2-8589,,B26-3088,2026-11-07,Injection,,60ml bottle,Nigeria,Genuine
MegaVit Plus,BioFix Pharmaceuticals,W0-188301,279732829018320511,9,2022-01-14,Suspension,500mg,30 tablets,Pakistan,Suspicious
